Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides QC_Shew_16_01	Razor + unique peptides QC_Shew_16_01	Unique peptides QC_Shew_16_01	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Sequence coverage QC_Shew_16_01 [%]	Intensity	Intensity QC_Shew_16_01	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions	Taxonomy IDs
SO_3221	SO_3221	1	1	1	SO_3221	1	1	1	1	1	1	1	5.2	5.2	5.2	39.305	343	343	0	9.3836	5.2	280020	280020	1				545	175	True	180	249	399	399			-1
SO_3225	SO_3225	1	1	1	SO_3225	1	1	1	1	1	1	1	2.7	2.7	2.7	47.844	445	445	0	7.1449	2.7	473600	473600	1				546	1274	True	1332	2015	3712	3712			-1
SO_3227	SO_3227	1	1	1	SO_3227	1	1	1	1	1	1	1	2.3	2.3	2.3	38.248	348	348	0	5.9793	2.3	1803900	1803900	2				547	443	True	466;467	744;745;746	1393;1394;1395	1394			-1
SO_3232	SO_3232	2	2	2	SO_3232	1	2	2	2	2	2	2	6.7	6.7	6.7	53.881	477	477	0	22.155	6.7	989910	989910	3				548	799;1049	True;True	837;1099	1283;1689	2323;3156;3157	2323;3157			-1
SO_3233	SO_3233	1	1	1	SO_3233	1	1	1	1	1	1	1	8.8	8.8	8.8	15.098	136	136	0.0013587	5.7195	8.8	273950	273950	0				549	435	True	457	726	1368	1368			-1
SO_3237	SO_3237	2	2	1	SO_3237	1	2	2	1	2	2	1	13.6	13.6	4.4	28.468	272	272	0	35.043	13.6	790550	790550	2				550	45;873	True;True	45;916	62;1405	111;2660	111;2660			-1
SO_3240	SO_3240	1	1	1	SO_3240	1	1	1	1	1	1	1	2.7	2.7	2.7	67.475	641	641	0	6.3271	2.7	0	0	1				551	453	True	478	763	1416	1416			-1
SO_3262	SO_3262	1	1	1	SO_3262	1	1	1	1	1	1	1	3.4	3.4	3.4	62.994	581	581	0	9.6961	3.4	2430900	2430900	2				552	171	True	176	243	381;382	382			-1
SO_3263	SO_3263	1	1	1	SO_3263	1	1	1	1	1	1	1	4.5	4.5	4.5	25.945	244	244	0	8.936	4.5	712170	712170	1				553	1118	True	1172	1784	3312	3312			-1
SO_3267	SO_3267	2	2	2	SO_3267	1	2	2	2	2	2	2	8.6	8.6	8.6	34.854	303	303	0	22.569	8.6	2586000	2586000	4				554	375;517	True;True	393;543	601;856;857	1183;1576;1577;1578	1183;1578			-1
SO_3268	SO_3268	1	1	1	SO_3268	1	1	1	1	1	1	1	1.4	1.4	1.4	72.738	638	638	0	7.7117	1.4	2950200	2950200	2				555	1259	True	1316	1994;1995	3687;3688	3688			-1
SO_3270	SO_3270	1	1	1	SO_3270	1	1	1	1	1	1	1	2.1	2.1	2.1	42.018	381	381	0.0013532	5.6888	2.1	264830	264830	1				556	753	True	789	1206	2195	2195			-1
SO_3273	SO_3273	1	1	1	SO_3273	1	1	1	1	1	1	1	0.9	0.9	0.9	93.187	822	822	0	6.187	0.9	652350	652350	1				557	497	True	523	833	1546	1546			-1
SO_3280	SO_3280	1	1	1	SO_3280	1	1	1	1	1	1	1	14.8	14.8	14.8	9.694	81	81	0	11.864	14.8	1209400	1209400	1				558	595	True	624	977	1795	1795			-1
SO_3287	SO_3287	2	2	2	SO_3287	1	2	2	2	2	2	2	3.2	3.2	3.2	140.6	1293	1293	0	14.651	3.2	1299300	1299300	2				559	450;1288	True;True	474;1347	756;2032	1407;3734	1407;3734			-1
SO_3292	SO_3292	1	1	1	SO_3292	1	1	1	1	1	1	1	2.9	2.9	2.9	58.083	525	525	0	12.437	2.9	2020300	2020300	2				560	540	True	567	905	1672;1673	1672			-1
SO_3299	SO_3299	2	2	2	SO_3299	1	2	2	2	2	2	2	3.6	3.6	3.6	60.609	549	549	0	14.47	3.6	4871500	4871500	3				561	62;671	True;True	62;706	89;90;1103	154;155;2061	155;2061			-1
SO_3308	SO_3308	1	1	1	SO_3308	1	1	1	1	1	1	1	1.8	1.8	1.8	54.531	487	487	0	6.8834	1.8	668670	668670	1				562	1084	True	1136	1737	3238	3238			-1
SO_3311	SO_3311	3	3	3	SO_3311	1	3	3	3	3	3	3	12.7	12.7	12.7	47.523	425	425	0	26.022	12.7	1518300	1518300	4				563	58;164;315	True;True;True	58;168;330	83;233;234;467	148;368;369;852	148;369;852			-1
SO_3315	SO_3315	1	1	1	SO_3315	1	1	1	1	1	1	1	2.4	2.4	2.4	41.652	373	373	0	6.3325	2.4	1705200	1705200	1				564	1308	True	1367	2073	3812	3812			-1
SO_3361	SO_3361	3	3	3	SO_3361	1	3	3	3	3	3	3	6	6	6	69.123	615	615	0	31.786	6	2121200	2121200	3				565	789;1033;1371	True;True;True	827;1080;1432	1272;1665;2173	2304;3119;3985	2304;3119;3985	50	143	-1
SO_3363	SO_3363	3	3	3	SO_3363	1	3	3	3	3	3	3	17.3	17.3	17.3	34.753	312	312	0	27.527	17.3	1252200	1252200	4				566	148;843;1250	True;True;True	152;883;1307	203;1346;1974	319;320;2437;3647	319;2437;3647	51	106	-1
SO_3365	SO_3365	1	1	1	SO_3365	1	1	1	1	1	1	1	3	3	3	32.915	304	304	0	6.5728	3	1210100	1210100	2				567	1303	True	1362	2058;2059	3795;3796	3796			-1
SO_3369	SO_3369	1	1	1	SO_3369	1	1	1	1	1	1	1	12	12	12	10.742	92	92	0	11.053	12	282260	282260	1				568	568	True	595	937	1715	1715			-1
SO_3370	SO_3370	1	1	1	SO_3370	1	1	1	1	1	1	1	6.3	6.3	6.3	20.377	191	191	0	8.9447	6.3	1194900	1194900	1				569	1293	True	1352	2046	3772	3772			-1
SO_3381	SO_3381	1	1	1	SO_3381	1	1	1	1	1	1	1	3.4	3.4	3.4	47.517	416	416	0	17.448	3.4	1121000	1121000	2				570	1042	True	1090;1091	1676;1677	3131;3132	3132	52	327	-1
SO_3384	SO_3384	1	1	1	SO_3384	1	1	1	1	1	1	1	1.4	1.4	1.4	58.063	512	512	0	5.8914	1.4	98881	98881	1				571	361	True	379	581	1126	1126			-1
SO_3388	SO_3388	1	1	1	SO_3388	1	1	1	1	1	1	1	2.4	2.4	2.4	45.219	409	409	0	8.3048	2.4	247130	247130	1				572	631	True	664	1041	1918	1918			-1
SO_3392	SO_3392	1	1	1	SO_3392	1	1	1	1	1	1	1	2.8	2.8	2.8	39.057	355	355	0	11.022	2.8	4108000	4108000	3				573	414	True	434	698;699	1323;1324;1325	1325			-1
SO_3411	SO_3411	1	1	1	SO_3411	1	1	1	1	1	1	1	1.9	1.9	1.9	121.2	1094	1094	0	13.609	1.9	470450	470450	1				574	122	True	126	169	275	275			-1
SO_3413	SO_3413	2	2	2	SO_3413	1	2	2	2	2	2	2	11.2	11.2	11.2	46.481	427	427	0	16.889	11.2	936430	936430	3				575	83;961	True;True	85;1004	114;1540	189;190;2902	189;2902			-1
SO_3415	SO_3415	1	1	1	SO_3415	1	1	1	1	1	1	1	0.9	0.9	0.9	89.018	822	822	0	9.9791	0.9	4663800	4663800	2				576	658	True	691	1077	2013;2014	2014			-1
SO_3420	SO_3420	1	1	1	SO_3420	1	1	1	1	1	1	1	8.7	8.7	8.7	16.282	149	149	0	15.99	8.7	4740000	4740000	3				577	285	True	298;299	415;416	753;754;755	755	53	64	-1
SO_3422	SO_3422	1	1	1	SO_3422	1	1	1	1	1	1	1	16.9	16.9	16.9	13.435	118	118	0	13.321	16.9	962400	962400	3				578	365	True	383	585	1130;1131;1132	1131			-1
SO_3424	SO_3424	2	2	2	SO_3424	1	2	2	2	2	2	2	3	3	3	108.75	958	958	0	24.281	3	4979600	4979600	4				579	401;750	True;True	421;786	634;635;1203	1232;1233;2191;2192	1232;2191			-1
SO_3430	SO_3430	2	2	2	SO_3430	1	2	2	2	2	2	2	4.2	4.2	4.2	38.072	357	357	0	12.237	4.2	4191700	4191700	2				580	553;893	True;True	580;936	921;1441	1692;2746	1692;2746			-1
SO_3431	SO_3431	1	1	1	SO_3431	1	1	1	1	1	1	1	1.5	1.5	1.5	95.455	856	856	0.0065789	5.5184	1.5	332540	332540	1				581	1036	True	1083	1669	3123	3123			-1
SO_3433	SO_3433	1	1	1	SO_3433	1	1	1	1	1	1	1	4.4	4.4	4.4	32.463	298	298	0	6.0867	4.4	172390	172390	1				582	55	True	55	79	143	143			-1
SO_3436	SO_3436	1	1	1	SO_3436	1	1	1	1	1	1	1	3	3	3	41.298	370	370	0	11.732	3	723390	723390	2				583	1108	True	1162	1772;1773	3290;3291	3291			-1
SO_3437	SO_3437	1	1	1	SO_3437	1	1	1	1	1	1	1	4.4	4.4	4.4	16.995	159	159	0.0053763	5.6498	4.4	965390	965390	0				584	696	True	731	1131	2094	2094			-1
SO_3438	SO_3438	1	1	1	SO_3438	1	1	1	1	1	1	1	7.2	7.2	7.2	26.59	249	249	0	9.548	7.2	1003600	1003600	1				585	141	True	145	196	312	312			-1
SO_3440	SO_3440	4	4	4	SO_3440	1	4	4	4	4	4	4	11.4	11.4	11.4	45.686	431	431	0	94.602	11.4	2127500	2127500	4				586	1;50;215;346	True;True;True;True	1;50;223;363	1;71;312;539	1;131;568;1024	1;131;568;1024			-1
SO_3441	SO_3441	1	1	1	SO_3441	1	1	1	1	1	1	1	3.5	3.5	3.5	60.148	546	546	0	7.3087	3.5	377630	377630	1				587	1197	True	1254	1894	3505	3505	54	172	-1
SO_3455	SO_3455	1	1	1	SO_3455	1	1	1	1	1	1	1	1	1	1	83.362	735	735	0	6.3905	1	897330	897330	2				588	376	True	394	602	1184;1185	1184			-1
SO_3466	SO_3466	2	2	2	SO_3466	1	2	2	2	2	2	2	16.5	16.5	16.5	16.689	158	158	0	14.036	16.5	1768500	1768500	8				589	216;1074	True;True	224;1125	313;1725	569;570;571;572;573;574;575;3221	570;3221			-1
SO_3467	SO_3467	3	3	3	SO_3467	1	3	3	3	3	3	3	10.9	10.9	10.9	40.196	367	367	0	21.051	10.9	2001900	2001900	11				590	742;1044;1257	True;True;True	777;1093;1314	1189;1679;1992	2170;3134;3135;3136;3137;3679;3680;3681;3682;3683;3684	2170;3135;3682			-1
SO_3471	SO_3471	4	4	4	SO_3471	1	4	4	4	4	4	4	12.2	12.2	12.2	45.282	417	417	0	53.588	12.2	6337200	6337200	9				591	480;570;760;1228	True;True;True;True	505;506;597;797;1285	804;805;939;940;1226;1948	1492;1493;1494;1717;1718;1719;2236;2237;3611	1493;1719;2237;3611	55	319	-1
SO_3519	SO_3519	3	3	3	SO_3519	1	3	3	3	3	3	3	20.5	20.5	20.5	12.575	112	112	0	22.553	20.5	2413400	2413400	20				592	415;643;644	True;True;True	435;676;677	700;1054;1055;1056	1326;1941;1942;1943;1944;1945;1946;1947;1948;1949;1950;1951;1952;1953;1954;1955;1956;1957;1958;1959;1960	1326;1941;1952			-1
SO_3529	SO_3529	1	1	1	SO_3529	1	1	1	1	1	1	1	2.2	2.2	2.2	34.718	318	318	0	5.9043	2.2	1428200	1428200	2				593	1258	True	1315	1993	3685;3686	3685			-1
SO_3532	SO_3532	1	1	1	SO_3532	1	1	1	1	1	1	1	1.3	1.3	1.3	105.79	940	940	0	11.558	1.3	5239400	5239400	6				594	1226	True	1283	1945;1946	3604;3605;3606;3607;3608;3609	3604			-1
SO_3537	SO_3537	1	1	1	SO_3537	1	1	1	1	1	1	1	8	8	8	9.7574	88	88	0	8.3194	8	48941000	48941000	6				595	649	True	682	1066	1983;1984;1985;1986;1987;1988	1984			-1
SO_3542	SO_3542	1	1	1	SO_3542	1	1	1	1	1	1	1	1.4	1.4	1.4	89.175	788	788	0	6.8041	1.4	1109400	1109400	6				596	1398	True	1459	2204;2205	4030;4031;4032;4033;4034;4035	4030			-1
SO_3545	SO_3545	3	3	3	SO_3545	1	3	3	3	3	3	3	13.4	13.4	13.4	39.564	365	365	0	47.359	13.4	1642700	1642700	3				597	250;1007;1314	True;True;True	259;1052;1373	360;1605;2081	645;3031;3823	645;3031;3823			-1
SO_3546	SO_3546	2	2	2	SO_3546	1	2	2	2	2	2	2	11	11	11	35.022	318	318	0	27.552	11	870470	870470	10				598	797;943	True;True	835;986	1281;1510;1511;1512;1513;1514	2320;2866;2867;2868;2869;2870;2871;2872;2873;2874	2320;2868			-1
SO_3547	SO_3547	3	3	3	SO_3547	1	3	3	3	3	3	3	9.2	9.2	9.2	59.661	545	545	0	24.152	9.2	3120800	3120800	5				599	366;802;1188	True;True;True	384;840;1245	586;1286;1884	1133;2326;3486;3487;3488	1133;2326;3487			-1
SO_3549	SO_3549	1	1	1	SO_3549	1	1	1	1	1	1	1	5.6	5.6	5.6	20.772	178	178	0	8.1817	5.6	830940	830940	1				600	374	True	392	600	1182	1182			-1
SO_3560	SO_3560	1	1	1	SO_3560	1	1	1	1	1	1	1	2.6	2.6	2.6	104.61	949	949	0	9.8316	2.6	476620	476620	1				601	214	True	222	311	567	567			-1
SO_3564	SO_3564	2	2	2	SO_3564	1	2	2	2	2	2	2	2.4	2.4	2.4	78.722	716	716	0	11.017	2.4	3395600	3395600	3				602	817;1328	True;True	855;1387	1306;2097	2351;2352;3850	2352;3850			-1
SO_3576	SO_3576	1	1	1	SO_3576	1	1	1	1	1	1	1	7.1	7.1	7.1	17.055	154	154	0	6.9219	7.1	542550	542550	1				603	385	True	404	612	1197	1197			-1
SO_3577	SO_3577	2	2	2	SO_3577	1	2	2	2	2	2	2	3	3	3	95.475	857	857	0	15.528	3	2900300	2900300	4				604	1066;1096	True;True	1116;1148	1715;1753;1754	3202;3256;3257;3258	3202;3257			-1
SO_3580	SO_3580	1	1	1	SO_3580	1	1	1	1	1	1	1	2.8	2.8	2.8	28.743	253	253	0	6.8382	2.8	634780	634780	1				605	219	True	227	316	585	585			-1
SO_3586	SO_3586	1	1	1	SO_3586	1	1	1	1	1	1	1	9.4	9.4	9.4	16.059	138	138	0.001355	5.689	9.4	259300	259300	1				606	71	True	71	99	164	164			-1
SO_3594	SO_3594	1	1	1	SO_3594	1	1	1	1	1	1	1	3	3	3	26.984	237	237	0	5.9917	3	1900500	1900500	2				607	459	True	484	770;771	1425;1426	1426			-1
SO_3599	SO_3599	2	2	2	SO_3599	1	2	2	2	2	2	2	6.9	6.9	6.9	37.109	335	335	0	26.474	6.9	1451300	1451300	2				608	965;1392	True;True	1008;1453	1544;2198	2910;4022	2910;4022			-1
SO_3603	SO_3603	1	1	1	SO_3603	1	1	1	1	1	1	1	2.1	2.1	2.1	42.285	381	381	0	6.146	2.1	293640	293640	1				609	1243	True	1300	1963	3631	3631			-1
SO_3637	SO_3637	2	2	2	SO_3637	1	2	2	2	2	2	2	4.1	4.1	4.1	48.913	434	434	0	14.594	4.1	3767200	3767200	4				610	31;1064	True;True	31;1114	43;1713	77;78;79;3200	77;3200			-1
SO_3638	SO_3638	1	1	1	SO_3638	1	1	1	1	1	1	1	3.7	3.7	3.7	35.321	328	328	0	11.242	3.7	1016200	1016200	2				611	1156	True	1211	1830	3378;3379	3378			-1
SO_3639	SO_3639	1	1	1	SO_3639	1	1	1	1	1	1	1	3.7	3.7	3.7	30.147	268	268	0.0053691	5.6497	3.7	670780	670780	1				612	776	True	813	1254	2273	2273			-1
SO_3646	SO_3646	1	1	1	SO_3646	1	1	1	1	1	1	1	8.1	8.1	8.1	18.003	160	160	0.0013569	5.7132	8.1	979960	979960	1				613	632	True	665	1042	1919	1919			-1
SO_3649	SO_3649	1	1	1	SO_3649	1	1	1	1	1	1	1	2.6	2.6	2.6	42.867	388	388	0	6.9435	2.6	6773100	6773100	3				614	261	True	270	376;377	687;688;689	687			-1
SO_3651	SO_3651	1	1	1	SO_3651	1	1	1	1	1	1	1	13.1	13.1	13.1	9.0773	84	84	0	6.7347	13.1	8753700	8753700	79				615	188	True	195	267;268;269;270;271;272;273;274;275;276;277;278;279;280;281	427;428;429;430;431;432;433;434;435;436;437;438;439;440;441;442;443;444;445;446;447;448;449;450;451;452;453;454;455;456;457;458;459;460;461;462;463;464;465;466;467;468;469;470;471;472;473;474;475;476;477;478;479;480;481;482;483;484;485;486;487;488;489;490;491;492;493;494;495;496;497;498;499;500;501;502;503;504;505	438			-1
SO_3652	SO_3652	4	4	4	SO_3652	1	4	4	4	4	4	4	33	33	33	11.345	103	103	0	26.63	33	7439600	7439600	4				616	868;1236;1237;1318	True;True;True;True	911;1293;1294;1377	1399;1956;1957;2087	2650;3624;3625;3836	2650;3624;3625;3836			-1
SO_3653	SO_3653	1	1	1	SO_3653	1	1	1	1	1	1	1	3.3	3.3	3.3	36.128	331	331	0	8.6863	3.3	8871100	8871100	3				617	781	True	818	1262;1263	2291;2292;2293;2294	2292			-1
SO_3654	SO_3654	1	1	1	SO_3654	1	1	1	1	1	1	1	11	11	11	24.434	218	218	0	7.0141	11	786970	786970	1				618	251	True	260	361	646	646			-1
SO_3664	SO_3664	1	1	1	SO_3664	1	1	1	1	1	1	1	1.5	1.5	1.5	58.037	532	532	0.0053836	5.6524	1.5	0	0	1				619	78	True	80	108	176	176			-1
SO_3681	SO_3681	2	2	2	SO_3681	1	2	2	2	2	2	2	23.1	23.1	23.1	15.595	143	143	0	23.099	23.1	7671300	7671300	34				620	856;1355	True;True	898;1415	1385;2138;2139;2140;2141;2142;2143;2144;2145;2146;2147;2148;2149;2150	2624;2625;2626;2627;3927;3928;3929;3930;3931;3932;3933;3934;3935;3936;3937;3938;3939;3940;3941;3942;3943;3944;3945;3946;3947;3948;3949;3950;3951;3952;3953;3954;3955;3956	2625;3929			-1
SO_3695	SO_3695	1	1	1	SO_3695	1	1	1	1	1	1	1	3.8	3.8	3.8	37.851	343	343	0	7.2932	3.8	1526100	1526100	1				621	513	True	539	850	1569	1569			-1
SO_3696	SO_3696	1	1	1	SO_3696	1	1	1	1	1	1	1	2	2	2	39.577	348	348	0	5.9571	2	387600	387600	1				622	786	True	823	1268	2300	2300			-1
SO_3715	SO_3715	2	2	2	SO_3715	1	2	2	2	2	2	2	5.5	5.5	5.5	24.184	217	217	0	14.053	5.5	18896000	18896000	10				623	1098;1099	True;True	1150;1151;1152;1153	1756;1757;1758;1759;1760;1761	3261;3262;3263;3264;3265;3266;3267;3268;3269;3270	3265;3268	56	127	-1
SO_3726	SO_3726	2	2	2	SO_3726	1	2	2	2	2	2	2	4.1	4.1	4.1	52.935	485	485	0	20.023	4.1	3073900	3073900	4				624	359;1368	True;True	377;1429	574;575;2168;2169	1114;1115;3980;3981	1115;3981			-1
SO_3727	SO_3727	2	2	2	SO_3727	1	2	2	2	2	2	2	5.6	5.6	5.6	34.947	302	302	0	15.319	5.6	3858100	3858100	2				625	145;493	True;True	149;519	200;829	316;1539	316;1539			-1
SO_3738	SO_3738	3	3	3	SO_3738	1	3	3	3	3	3	3	6.1	6.1	6.1	66.619	607	607	0	25.116	6.1	2362700	2362700	3				626	936;937;1336	True;True;True	979;980;1395	1499;1500;2105	2848;2849;3861	2848;2849;3861			-1
SO_3741	SO_3741	2	2	2	SO_3741	1	2	2	2	2	2	2	3.8	3.8	3.8	49.438	469	469	0	11.224	3.8	7327200	7327200	2				627	104;180	True;True	107;185	145;255	246;407	246;407			-1
SO_3745	SO_3745	1	1	1	SO_3745	1	1	1	1	1	1	1	5.5	5.5	5.5	50.484	476	476	0	9.9437	5.5	793250	793250	1				628	82	True	84	113	188	188			-1
SO_3749	SO_3749	1	1	1	SO_3749	1	1	1	1	1	1	1	5.1	5.1	5.1	30.28	275	275	0.0013643	5.762	5.1	278870	278870	1				629	741	True	776	1188	2169	2169			-1
SO_3760	SO_3760	1	1	1	SO_3760	1	1	1	1	1	1	1	0.8	0.8	0.8	109.15	954	954	0	6.9085	0.8	4526400	4526400	2				630	444	True	468	747;748	1396;1397	1396			-1
SO_3765	SO_3765	1	1	1	SO_3765	1	1	1	1	1	1	1	3.1	3.1	3.1	25.389	229	229	0	6.1576	3.1	0	0	1				631	410	True	430	693	1313	1313			-1
SO_3766	SO_3766	1	1	1	SO_3766	1	1	1	1	1	1	1	4.6	4.6	4.6	24.892	217	217	0	9.1931	4.6	3470700	3470700	3				632	255	True	264	366;367	651;652;653	653			-1
SO_3774	SO_3774	2	2	2	SO_3774	1	2	2	2	2	2	2	2.2	2.2	2.2	115.07	1059	1059	0	12.953	2.2	5218200	5218200	2				633	23;1027	True;True	23;1072	32;1646	58;3094	58;3094			-1
SO_3782	SO_3782	1	1	1	SO_3782	1	1	1	1	1	1	1	2.3	2.3	2.3	39.512	349	349	0	7.574	2.3	514780	514780	1				634	746	True	781	1196	2180	2180			-1
SO_3787	SO_3787	1	1	1	SO_3787	1	1	1	1	1	1	1	4.4	4.4	4.4	25.637	228	228	0	10.891	4.4	1939200	1939200	2				635	679	True	714	1113;1114	2074;2075	2074			-1
SO_3812	SO_3812	1	1	1	SO_3812	1	1	1	1	1	1	1	8.2	8.2	8.2	21.631	195	195	0	12.736	8.2	293640	293640	1				636	1213	True	1270	1916	3542	3542			-1
SO_3817	SO_3817	1	1	1	SO_3817	1	1	1	1	1	1	1	6.4	6.4	6.4	35.352	327	327	0	6.115	6.4	154410	154410	1				637	739	True	774	1185	2165	2165			-1
SO_3827	SO_3827	1	1	1	SO_3827	1	1	1	1	1	1	1	3.9	3.9	3.9	30.95	282	282	0	8.6909	3.9	9530500	9530500	12				638	607	True	637;638	999;1000;1001;1002;1003;1004	1830;1831;1832;1833;1834;1835;1836;1837;1838;1839;1840;1841	1832	57	148	-1
SO_3837	SO_3837	2	2	2	SO_3837	1	2	2	2	2	2	2	8.9	8.9	8.9	33.985	315	315	0	19.924	8.9	4082900	4082900	9				639	1048;1093	True;True	1098;1145	1687;1688;1747;1748	3149;3150;3151;3152;3153;3154;3155;3248;3249	3150;3248			-1
SO_3842	SO_3842	1	1	1	SO_3842	1	1	1	1	1	1	1	2.2	2.2	2.2	34.113	318	318	0	6.2941	2.2	4375300	4375300	2				640	798	True	836	1282	2321;2322	2321			-1
SO_3844	SO_3844	2	2	2	SO_3844	1	2	2	2	2	2	2	4.3	4.3	4.3	77.205	694	694	0	17.534	4.3	1340100	1340100	2				641	507;1359	True;True	533;1419	844;2156	1561;3964	1561;3964			-1
SO_3855	SO_3855	3	3	3	SO_3855	1	3	3	3	3	3	3	10.1	10.1	10.1	62.161	562	562	0	63.114	10.1	4722800	4722800	5				642	419;1046;1341	True;True;True	439;1096;1400	704;1685;2119;2120	1331;3146;3147;3905;3906	1331;3146;3906			-1
SO_3884	SO_3884	1	1	1	SO_3884	1	1	1	1	1	1	1	3.2	3.2	3.2	34.368	310	310	0.0065531	5.5116	3.2	0	0	1				643	1319	True	1378	2088	3837	3837			-1
SO_3888	SO_3888	1	1	1	SO_3888	1	1	1	1	1	1	1	17.3	17.3	17.3	12.018	110	110	0	18.549	17.3	3519700	3519700	2				644	6	True	6	6	7;8	7			-1
SO_3896	SO_3896	1	1	1	SO_3896	1	1	1	1	1	1	1	3.8	3.8	3.8	39.897	369	369	0	8.7847	3.8	423850	423850	1				645	199	True	206	293	530	530			-1
SO_3908	SO_3908	2	2	2	SO_3908	1	2	2	2	2	2	2	6.9	6.9	6.9	27.404	245	245	0	13.436	6.9	4606900	4606900	5				646	223;436	True;True	231;458	320;727;728;729	589;1369;1370;1371;1372	589;1369			-1
SO_3915	SO_3915	1	1	1	SO_3915	1	1	1	1	1	1	1	14.3	14.3	14.3	16.512	154	154	0	6.8934	14.3	308680	308680	1				647	352	True	370	557	1046	1046			-1
SO_3916	SO_3916	1	1	1	SO_3916	1	1	1	1	1	1	1	2	2	2	38.941	358	358	0	6.4219	2	2309400	2309400	1				648	1082	True	1134	1735	3234	3234			-1
SO_3917	SO_3917	2	2	2	SO_3917	1	2	2	2	2	2	2	3.6	3.6	3.6	52.005	468	468	0	13.863	3.6	1338500	1338500	2				649	832;1139	True;True	870;1194	1326;1809	2384;3348	2384;3348			-1
SO_3918	SO_3918	1	1	1	SO_3918	1	1	1	1	1	1	1	1.4	1.4	1.4	82.006	732	732	0	7.2158	1.4	759010	759010	1				650	566	True	593	935	1713	1713			-1
SO_3927	SO_3927	4	4	4	SO_3927	1	4	4	4	4	4	4	38	38	38	15.662	150	150	0	45.296	38	4164500	4164500	33				651	673;853;918;1219	True;True;True;True	708;894;961;1276	1106;1379;1479;1922;1923;1924;1925;1926;1927;1928;1929;1930;1931;1932;1933;1934;1935;1936	2064;2616;2617;2618;2821;3551;3552;3553;3554;3555;3556;3557;3558;3559;3560;3561;3562;3563;3564;3565;3566;3567;3568;3569;3570;3571;3572;3573;3574;3575;3576;3577;3578	2064;2616;2821;3553			-1
SO_3928	SO_3928	1	1	1	SO_3928	1	1	1	1	1	1	1	24	24	24	8.8452	75	75	0	9.4608	24	549060	549060	11				652	238	True	246	338;339;340;341;342;343;344	612;613;614;615;616;617;618;619;620;621;622	614			-1
SO_3930	SO_3930	3	3	3	SO_3930	1	3	3	3	3	3	3	21.4	21.4	21.4	15.003	131	131	0	23.641	21.4	36079000	36079000	23				653	213;428;1055	True;True;True	221;448;1105	310;715;1695;1696;1697;1698;1699;1700;1701;1702	566;1348;1349;1350;3164;3165;3166;3167;3168;3169;3170;3171;3172;3173;3174;3175;3176;3177;3178;3179;3180;3181;3182	566;1349;3165			-1
SO_3935	SO_3935	2	2	2	SO_3935	1	2	2	2	2	2	2	2	2	2	90.907	808	808	0	12.587	2	2644300	2644300	2				654	288;1087	True;True	302;1139	419;1740;1741	758;3241;3242	758;3241			-1
SO_3937	SO_3937	1	1	1	SO_3937	1	1	1	1	1	1	1	2.8	2.8	2.8	46.926	431	431	0.0053262	5.6212	2.8	1035300	1035300	1				655	1224	True	1281	1943	3602	3602			-1
SO_3939	SO_3939	4	4	4	SO_3939	1	4	4	4	4	4	4	33.8	33.8	33.8	14.536	130	130	0	36.462	33.8	17714000	17714000	10				656	10;11;27;75	True;True;True;True	10;11;27;77	11;12;13;14;38;105	14;15;16;17;18;19;20;69;70;173	14;17;69;173			-1
SO_3940	SO_3940	3	3	3	SO_3940	1	3	3	3	3	3	3	24.6	24.6	24.6	15.743	142	142	0	26.689	24.6	1165500	1165500	5				657	147;773;1229	True;True;True	151;810;1286	202;1249;1250;1251;1949	318;2268;2269;2270;3612	318;2269;3612			-1
SO_3942	SO_3942	7	7	7	SO_3942	1	7	7	7	7	7	7	19.6	19.6	19.6	46.55	450	450	0	57.401	19.6	36238000	36238000	15				658	59;293;897;1002;1132;1222;1246	True;True;True;True;True;True;True	59;308;940;1047;1186;1187;1279;1303	84;85;429;1446;1594;1595;1799;1800;1940;1968	149;150;784;2755;2756;3007;3008;3009;3010;3011;3332;3333;3334;3587;3588;3640	149;784;2756;3008;3332;3587;3640			-1
SO_3949	SO_3949	2	2	2	SO_3949	1	2	2	2	2	2	2	39.8	39.8	39.8	9.3486	83	83	0	15.158	39.8	3736000	3736000	3				659	959;1179	True;True	1002;1235	1538;1872;1873	2900;3458;3459	2900;3459			-1
SO_3951	SO_3951	2	2	2	SO_3951	1	2	2	2	2	2	2	6.9	6.9	6.9	24.99	217	217	0	11.095	6.9	977610	977610	5				660	1025;1175	True;True	1070;1231	1644;1866;1867	3092;3444;3445;3446;3447	3092;3447			-1
